sensor_video,sensor_image,obj_id,obj_pose,pose_id,pose_1,pose_2,pose_3,pose_4,pose_5,pose_6,move_1,move_2,move_3,move_4,move_5,move_6
video_1.mp4,image_1.png,1,"[0, 0, 0, 0, 0, -48]",1,0.0,1.6229614788373574,4.871342212483084,0.0,0.0,-178.99048606416525,0.0,0.0,0.0,0.0,0.0,0.0
video_2.mp4,image_2.png,1,"[0, 0, 0, 0, 0, -48]",2,0.0,-1.5858882589291197,3.6564184026896296,0.0,0.0,-178.96930664456906,0.0,0.0,0.0,0.0,0.0,0.0
video_3.mp4,image_3.png,1,"[0, 0, 0, 0, 0, -48]",3,0.0,5.7867412631534805,4.500345249633602,0.0,0.0,-178.94150084238353,0.0,0.0,0.0,0.0,0.0,0.0
video_4.mp4,image_4.png,1,"[0, 0, 0, 0, 0, -48]",4,0.0,5.019884760690163,3.774147569312306,0.0,0.0,-178.93686171229146,0.0,0.0,0.0,0.0,0.0,0.0
video_5.mp4,image_5.png,1,"[0, 0, 0, 0, 0, -48]",5,0.0,-4.200806322220572,4.351751577568682,0.0,0.0,-178.84569924242004,0.0,0.0,0.0,0.0,0.0,0.0
video_6.mp4,image_6.png,1,"[0, 0, 0, 0, 0, -48]",6,0.0,-4.514387536840094,3.585887048953899,0.0,0.0,-178.83649723797916,0.0,0.0,0.0,0.0,0.0,0.0
video_7.mp4,image_7.png,1,"[0, 0, 0, 0, 0, -48]",7,0.0,-5.193857427309965,4.4304880985440835,0.0,0.0,-178.8124676550771,0.0,0.0,0.0,0.0,0.0,0.0
video_8.mp4,image_8.png,1,"[0, 0, 0, 0, 0, -48]",8,0.0,-2.1398068168140068,3.846842060106443,0.0,0.0,-178.7625285997328,0.0,0.0,0.0,0.0,0.0,0.0
video_9.mp4,image_9.png,1,"[0, 0, 0, 0, 0, -48]",9,0.0,-2.377509285836862,4.1246846264978645,0.0,0.0,-178.72320870028824,0.0,0.0,0.0,0.0,0.0,0.0
video_10.mp4,image_10.png,1,"[0, 0, 0, 0, 0, -48]",10,0.0,-3.7445573798292306,3.283250246829321,0.0,0.0,-178.71656439893735,0.0,0.0,0.0,0.0,0.0,0.0
video_11.mp4,image_11.png,1,"[0, 0, 0, 0, 0, -48]",11,0.0,-5.202960240535841,4.005554186088163,0.0,0.0,-178.67603753957138,0.0,0.0,0.0,0.0,0.0,0.0
video_12.mp4,image_12.png,1,"[0, 0, 0, 0, 0, -48]",12,0.0,1.4700641221975257,4.555413297709464,0.0,0.0,-178.4562276657442,0.0,0.0,0.0,0.0,0.0,0.0
video_13.mp4,image_13.png,1,"[0, 0, 0, 0, 0, -48]",13,0.0,-1.4594173158407937,4.37170638378444,0.0,0.0,-178.43502435895365,0.0,0.0,0.0,0.0,0.0,0.0
video_14.mp4,image_14.png,1,"[0, 0, 0, 0, 0, -48]",14,0.0,-3.631587291186461,3.245204565289881,0.0,0.0,-178.40975860197523,0.0,0.0,0.0,0.0,0.0,0.0
video_15.mp4,image_15.png,1,"[0, 0, 0, 0, 0, -48]",15,0.0,4.83688031411333,4.312138347936992,0.0,0.0,-178.005356116256,0.0,0.0,0.0,0.0,0.0,0.0
video_16.mp4,image_16.png,1,"[0, 0, 0, 0, 0, -48]",16,0.0,-3.804911539697897,4.492183423686608,0.0,0.0,-177.98343717468217,0.0,0.0,0.0,0.0,0.0,0.0
video_17.mp4,image_17.png,1,"[0, 0, 0, 0, 0, -48]",17,0.0,-2.6509779831539215,3.1114969636940217,0.0,0.0,-177.97051877003665,0.0,0.0,0.0,0.0,0.0,0.0
